round,match_id,home_team,away_team,score_final_dom,score_final_ext,nb_buts_total,nb_buts_dom,nb_buts_ext,minutes_buts,nb_evenements,premier_but_minute,premier_but_equipe,intervalle_moyen,intervalle_max,intervalle_min,victoire
7,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
7,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
7,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
8,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
8,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
8,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
8,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
8,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
8,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
8,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
8,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
8,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
8,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
8,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
8,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
9,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
9,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
9,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
9,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
9,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
9,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
9,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
9,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
9,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
9,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
9,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
9,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
10,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
10,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
10,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
10,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
10,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
10,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
10,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
10,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
10,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
10,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
10,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
10,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
11,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
11,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
11,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
11,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
11,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
11,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
11,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
11,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
11,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
11,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
12,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
12,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
12,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
12,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
12,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
12,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
12,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
12,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
12,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
12,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
12,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
12,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
13,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
13,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
13,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
13,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
13,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
13,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
13,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
13,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
13,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
13,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
13,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
13,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
14,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
14,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
14,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
14,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
14,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
14,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
14,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
14,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
14,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
14,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
14,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
14,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
15,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
15,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
15,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
15,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
15,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
15,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
15,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
15,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
15,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
15,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
15,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
16,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
16,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
16,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
16,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
16,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
16,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
16,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
16,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
16,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
16,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
16,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
17,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
17,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
17,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
17,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
17,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
17,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
17,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
17,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
17,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
17,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
17,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
18,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
18,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
18,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
18,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
18,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
18,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
18,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
18,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
18,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
18,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
18,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
18,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
19,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
19,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
19,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
19,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
19,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
19,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
19,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
19,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
19,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
19,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
19,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
19,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
20,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
20,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
20,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
20,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
20,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
20,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
20,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
20,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
20,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
20,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
20,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
20,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
21,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
21,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
21,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
21,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
21,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
21,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
21,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
21,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
21,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
21,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
21,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
21,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
22,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
22,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
22,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
22,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
22,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
22,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
22,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
22,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
22,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
22,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
22,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
23,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
23,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
23,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
23,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
23,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
23,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
23,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
23,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
23,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
23,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
23,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
23,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
24,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
24,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
24,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
24,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
24,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
24,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
24,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
24,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
24,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
24,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
24,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
24,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
25,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
25,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
25,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
25,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
25,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
25,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
25,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
25,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
25,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
25,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
25,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
25,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
